"@timestamp","_id","_index","_score",env,"env.keyword",level,"level.keyword",message,"message.keyword","metadata.env","metadata.env.keyword","metadata.hostname","metadata.hostname.keyword","metadata.method","metadata.method.keyword","metadata.remoteAddress","metadata.remoteAddress.keyword","metadata.requestId","metadata.requestId.keyword","metadata.responseTime","metadata.service","metadata.service.keyword","metadata.statusCode","metadata.timestamp","metadata.url","metadata.url.keyword",service,"service.keyword"
"Nov 21, 2025 @ 12:02:25.212",OskdpZoBKNps3ga0Mvri,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6o","req-6o","844.436","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:25.211","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:24.854",OckdpZoBKNps3ga0MPoW,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6n","req-6n","937.754","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:24.854","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:24.367",M8kdpZoBKNps3ga0Lvo0,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6o","req-6o","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:24.366","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:24.294",NMkdpZoBKNps3ga0Lvo0,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6l","req-6l","1,203.084","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:24.293","/api/api/subscriptions/current","/api/api/subscriptions/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:24.113",NckdpZoBKNps3ga0Lvo0,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6m","req-6m","744.516","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:24.112","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.916",NskdpZoBKNps3ga0Lvo0,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6n","req-6n","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:23.916","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.806",N8kdpZoBKNps3ga0Lvo0,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6j","req-6j","2,242.765","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:23.806","/api/api/subscriptions/plan-limits","/api/api/subscriptions/plan-limits","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.702",OMkdpZoBKNps3ga0Lvo0,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6k","req-6k","1,040.986","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:23.702","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.485","LMkdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6b","req-6b","1,931.18","wrapper-backend","wrapper-backend",500,"Nov 21, 2025 @ 12:02:23.485","/api/credits/current","/api/credits/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.368","LckdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6m","req-6m","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:23.368","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.173","LskdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6e","req-6e","1,615.091","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:23.173","/api/api/subscriptions/billing-history","/api/api/subscriptions/billing-history","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.166","L8kdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6h","req-6h","1,604.867","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:23.166","/api/api/subscriptions/usage","/api/api/subscriptions/usage","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.091","MMkdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6l","req-6l","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:23.090","/api/api/subscriptions/current","/api/api/subscriptions/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:23.089","MckdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6a","req-6a","1,536.427","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:23.088","/api/api/subscriptions/current","/api/api/subscriptions/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:22.661","MskdpZoBKNps3ga0K_oI","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6k","req-6k","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:22.661","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:22.659","K8kdpZoBKNps3ga0J_qF","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6c","req-6c","1,103.016","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:22.658","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.563",HskdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6j","req-6j","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.563","/api/api/subscriptions/plan-limits","/api/api/subscriptions/plan-limits","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.563",H8kdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-6i","req-6i","0.686","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:21.563","/api/admin/tenant","/api/admin/tenant","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.562",IMkdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-6i","req-6i","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.562","/api/admin/tenant","/api/admin/tenant","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.561",IckdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6h","req-6h","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.561","/api/api/subscriptions/usage","/api/api/subscriptions/usage","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.561",IskdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-6g","req-6g","0.326","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:21.561","/api/api/subscriptions/plan-limits","/api/api/subscriptions/plan-limits","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.560",I8kdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-6g","req-6g","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.560","/api/api/subscriptions/plan-limits","/api/api/subscriptions/plan-limits","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.560",JMkdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-6f","req-6f","0.444","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:21.560","/api/api/subscriptions/usage","/api/api/subscriptions/usage","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.559",JckdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-6f","req-6f","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.559","/api/api/subscriptions/usage","/api/api/subscriptions/usage","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.558",JskdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6e","req-6e","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.558","/api/api/subscriptions/billing-history","/api/api/subscriptions/billing-history","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.557",J8kdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-6d","req-6d","0.487","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:21.557","/api/api/subscriptions/billing-history","/api/api/subscriptions/billing-history","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.557",KMkdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-6d","req-6d","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.557","/api/api/subscriptions/billing-history","/api/api/subscriptions/billing-history","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.555",KckdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6c","req-6c","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.555","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.554",KskdpZoBKNps3ga0JvpZ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6b","req-6b","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.553","/api/credits/current","/api/credits/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:21.552","HckdpZoBKNps3ga0I_ox","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6a","req-6a","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:21.552","/api/api/subscriptions/current","/api/api/subscriptions/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:20.350",HMkdpZoBKNps3ga0HvqA,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-69","req-69","1,364.058","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:20.350","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:19.084",G8kdpZoBKNps3ga0GfqM,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-68","req-68","1,218.876","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:19.084","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:18.986",GskdpZoBKNps3ga0GfpP,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-69","req-69","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:18.986","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:18.985",GckdpZoBKNps3ga0Gfoq,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-67","req-67","1,308.28","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:18.985","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:18.559","GMkdpZoBKNps3ga0F_qA","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-66","req-66","1,538.944","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:18.558","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.930",FskdpZoBKNps3ga0Ffra,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-64","req-64","1,404.837","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:17.930","/api/admin/credits/entity/82353e70-7603-4cce-a45e-230dbc959c3e/application-allocations","/api/admin/credits/entity/82353e70-7603-4cce-a45e-230dbc959c3e/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.929",F8kdpZoBKNps3ga0Ffra,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-65","req-65","1,401.419","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:17.928","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.865",FMkdpZoBKNps3ga0FPrs,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-68","req-68","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:17.865","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.863",FckdpZoBKNps3ga0FPrs,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-63","req-63","1,430.603","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:17.862","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.677",E8kdpZoBKNps3ga0FPqh,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-67","req-67","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:17.677","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.674",EskdpZoBKNps3ga0FPoM,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-62","req-62","1,672.313","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:17.674","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.326",EckdpZoBKNps3ga0Evqv,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-61","req-61","1,504.136","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:17.326","/api/admin/credits/entity/cd18f635-dfae-4d73-9b23-bf5e44787a4d/application-allocations","/api/admin/credits/entity/cd18f635-dfae-4d73-9b23-bf5e44787a4d/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.020",EMkdpZoBKNps3ga0Efqn,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-66","req-66","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:17.019","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:17.016",D8kdpZoBKNps3ga0Efp6,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5z","req-5z","2,004.038","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:17.015","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.527","DMkdpZoBKNps3ga0D_qg","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-65","req-65","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:16.527","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.525","DckdpZoBKNps3ga0D_qg","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-64","req-64","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:16.525","/api/admin/credits/entity/82353e70-7603-4cce-a45e-230dbc959c3e/application-allocations","/api/admin/credits/entity/82353e70-7603-4cce-a45e-230dbc959c3e/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.524","DskdpZoBKNps3ga0D_qg","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-60","req-60","1,394.448","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:16.523","/api/admin/credits/entity/6844518f-22f2-458f-afbb-74acb41c4b20/application-allocations","/api/admin/credits/entity/6844518f-22f2-458f-afbb-74acb41c4b20/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.520","C8kdpZoBKNps3ga0D_qN","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5x","req-5x","1,512.772","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:16.520","/api/admin/credits/entity/9f96bd61-333d-45d6-94a9-8d32c8d468f1/application-allocations","/api/admin/credits/entity/9f96bd61-333d-45d6-94a9-8d32c8d468f1/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.432","CskdpZoBKNps3ga0D_pC","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-63","req-63","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:16.432","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.429","CckdpZoBKNps3ga0D_ov","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5y","req-5y","1,418.962","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:16.429","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.002",B8kdpZoBKNps3ga0DvoB,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-62","req-62","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:16.002","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","/api/admin/application-assignments/tenant-apps/b0a6e370-c1e5-43d1-94e0-55ed792274c4","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:16.000",CMkdpZoBKNps3ga0DvoB,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5w","req-5w","1,296.464","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:15.999","/api/admin/credits/entity/82353e70-7603-4cce-a45e-230dbc959c3e/application-allocations","/api/admin/credits/entity/82353e70-7603-4cce-a45e-230dbc959c3e/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.822",BskdpZoBKNps3ga0DfoW,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-61","req-61","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:15.821","/api/admin/credits/entity/cd18f635-dfae-4d73-9b23-bf5e44787a4d/application-allocations","/api/admin/credits/entity/cd18f635-dfae-4d73-9b23-bf5e44787a4d/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.817",BckdpZoBKNps3ga0DPrL,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5v","req-5v","1,302.099","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:15.816","/api/admin/credits/entity/c5bc3f21-6630-4217-87e4-c3ed6c9a66d9/application-allocations","/api/admin/credits/entity/c5bc3f21-6630-4217-87e4-c3ed6c9a66d9/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.129","A8kdpZoBKNps3ga0Cvo_","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-60","req-60","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:15.129","/api/admin/credits/entity/6844518f-22f2-458f-afbb-74acb41c4b20/application-allocations","/api/admin/credits/entity/6844518f-22f2-458f-afbb-74acb41c4b20/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.128","BMkdpZoBKNps3ga0Cvo_","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5u","req-5u","1,167.805","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:15.128","/api/admin/credits/entity/dc4c5377-5a5b-460b-bbfb-38b9e718aa48/application-allocations","/api/admin/credits/entity/dc4c5377-5a5b-460b-bbfb-38b9e718aa48/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.011","_8kdpZoBKNps3ga0CfnT","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5z","req-5z","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:15.011","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","/api/permissions/roles?search=&page=1&limit=20&sort=name&order=asc","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.010",AMkdpZoBKNps3ga0CfrT,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5y","req-5y","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:15.009","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.007",AckdpZoBKNps3ga0CfrT,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5x","req-5x","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:15.007","/api/admin/credits/entity/9f96bd61-333d-45d6-94a9-8d32c8d468f1/application-allocations","/api/admin/credits/entity/9f96bd61-333d-45d6-94a9-8d32c8d468f1/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:15.006",AskdpZoBKNps3ga0CfrT,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5s","req-5s","1,119.012","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:15.005","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","/api/admin/credits/entity/5f93fdbb-e064-4593-bbbc-11d4ef88aa69/application-allocations","wrapper-backend","wrapper-backend"
