"@timestamp","_id","_index","_score",env,"env.keyword",level,"level.keyword",message,"message.keyword","metadata.env","metadata.env.keyword","metadata.hostname","metadata.hostname.keyword","metadata.method","metadata.method.keyword","metadata.remoteAddress","metadata.remoteAddress.keyword","metadata.requestId","metadata.requestId.keyword","metadata.responseTime","metadata.service","metadata.service.keyword","metadata.statusCode","metadata.timestamp","metadata.url","metadata.url.keyword",service,"service.keyword"
"Nov 21, 2025 @ 12:01:52.463",M8kcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-34","req-34","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:52.463","/api/admin/credits/application-allocations","/api/admin/credits/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.463",NMkcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-33","req-33","0.624","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:01:52.463","/api/admin/credits/application-allocations","/api/admin/credits/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.463",NckcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-33","req-33","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:52.462","/api/admin/credits/application-allocations","/api/admin/credits/application-allocations","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.461",NskcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-32","req-32","0.401","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:01:52.461","/api/admin/dashboard/recent-activity","/api/admin/dashboard/recent-activity","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.460",N8kcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-32","req-32","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:52.460","/api/admin/dashboard/recent-activity","/api/admin/dashboard/recent-activity","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.460",OMkcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-31","req-31","1.116","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:01:52.460","/api/admin/dashboard/overview","/api/admin/dashboard/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.459",OckcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-31","req-31","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:52.458","/api/admin/dashboard/overview","/api/admin/dashboard/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:52.437",OskcpZoBKNps3ga0sfmQ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-30","req-30","696.337","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:52.436","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.944",LMkcpZoBKNps3ga0sfk3,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2y","req-2y","778.096","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:51.944","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.740",LckcpZoBKNps3ga0sfk3,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-30","req-30","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:51.740","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.739",LskcpZoBKNps3ga0sfk3,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-2z","req-2z","0.696","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:01:51.739","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.738",L8kcpZoBKNps3ga0sfk3,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-2z","req-2z","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:51.738","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.245",MMkcpZoBKNps3ga0sfk3,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2w","req-2w","880.618","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:51.245","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.166",MckcpZoBKNps3ga0sfk3,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2y","req-2y","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:51.166","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:51.165","K8kcpZoBKNps3ga0rPl-","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2x","req-2x","796.182","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:51.164","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:50.368",KskcpZoBKNps3ga0qfm2,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2x","req-2x","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:50.368","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:50.365",KckcpZoBKNps3ga0qflg,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2w","req-2w","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:50.364","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:47.910",J8kcpZoBKNps3ga0ofnc,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2t","req-2t","1,633.782","wrapper-backend","wrapper-backend",500,"Nov 21, 2025 @ 12:01:47.910","/api/credits/current","/api/credits/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:47.157",KMkcpZoBKNps3ga0ofnc,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2v","req-2v","635.011","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:47.157","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:46.522","JMkcpZoBKNps3ga0m_n2","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2v","req-2v","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:46.522","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:46.521","JckcpZoBKNps3ga0m_n2","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-2u","req-2u","0.73","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:01:46.521","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:46.520","JskcpZoBKNps3ga0m_n2","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-2u","req-2u","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:46.520","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:46.276",IckcpZoBKNps3ga0mvkF,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2t","req-2t","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:46.276","/api/credits/current","/api/credits/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:45.269",IskcpZoBKNps3ga0mvkF,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2r","req-2r","2,343.945","wrapper-backend","wrapper-backend",500,"Nov 21, 2025 @ 12:01:45.269","/api/credits/current","/api/credits/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:45.190",I8kcpZoBKNps3ga0mvkF,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2s","req-2s","2,260.754","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:45.189","/api/api/subscriptions/current","/api/api/subscriptions/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:44.909",H8kcpZoBKNps3ga0lPkf,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2q","req-2q","1,987.211","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:44.909","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:44.621",IMkcpZoBKNps3ga0lPkf,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2p","req-2p","1,707.783","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:44.620","/api/onboarding/status","/api/onboarding/status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:44.012",GskcpZoBKNps3ga0kvkr,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2o","req-2o","1,101.948","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:44.012","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:42.929",G8kcpZoBKNps3ga0kvkr,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2s","req-2s","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:42.929","/api/api/subscriptions/current","/api/api/subscriptions/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:42.925",HMkcpZoBKNps3ga0kvkr,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2r","req-2r","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:42.925","/api/credits/current","/api/credits/current","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:42.922",HckcpZoBKNps3ga0kvkr,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2q","req-2q","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:42.921","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:42.913",HskcpZoBKNps3ga0kvkr,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2p","req-2p","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:42.913","/api/onboarding/status","/api/onboarding/status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:42.910",GckcpZoBKNps3ga0jPlA,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2o","req-2o","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:42.910","/api/admin/auth-status","/api/admin/auth-status","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:40.276","FMkcpZoBKNps3ga0gvl-","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2n","req-2n","751.785","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:40.276","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:39.788","FckcpZoBKNps3ga0gvl-","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2l","req-2l","1,403.961","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:39.788","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:39.524","FskcpZoBKNps3ga0gvl-","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2n","req-2n","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:39.524","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:39.523","F8kcpZoBKNps3ga0gvl-","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2m","req-2m","1,122.892","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:39.522","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:38.400","GMkcpZoBKNps3ga0gvl-","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2m","req-2m","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:38.399","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:38.387",E8kcpZoBKNps3ga0evmg,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2l","req-2l","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:38.385","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:29.713","DMkcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2j","req-2j","872.517","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:29.712","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:29.584","DckcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2k","req-2k","741.313","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:29.584","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:28.842","DskcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2k","req-2k","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:28.842","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:28.840","D8kcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2j","req-2j","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:28.840","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:28.839","EMkcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2h","req-2h","877.113","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:28.839","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:28.838","EckcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2i","req-2i","873.852","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:28.838","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:28.579","EskcpZoBKNps3ga0W_le","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2g","req-2g","767.47","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:28.578","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.964","AskcpZoBKNps3ga0U_mD","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2i","req-2i","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:27.964","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.962","A8kcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2h","req-2h","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:27.962","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.961","BMkcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2f","req-2f","1,576.56","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:27.961","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.960","BckcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2d","req-2d","1,581.615","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:27.959","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.868","BskcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2e","req-2e","1,486.087","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:27.867","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.811","B8kcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2g","req-2g","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:27.811","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:27.808","CMkcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2c","req-2c","1,435.101","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:27.808","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:26.384","CckcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2f","req-2f","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:26.384","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:26.381","CskcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2e","req-2e","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:26.381","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:26.378","C8kcpZoBKNps3ga0U_mE","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2d","req-2d","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:26.377","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:26.374","AckcpZoBKNps3ga0S_mq","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2c","req-2c","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:26.373","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:16.329","_ckcpZoBKNps3ga0JPid","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2b","req-2b","832.434","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:16.328","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:15.553","_skcpZoBKNps3ga0JPid","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2a","req-2a","1,180.247","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:15.553","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:15.496","_8kcpZoBKNps3ga0JPid","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2b","req-2b","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:15.496","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:15.494",AMkcpZoBKNps3ga0JPmd,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-29","req-29","1,126.696","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:15.494","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:14.373","_MkcpZoBKNps3ga0HfgL","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2a","req-2a","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:14.372","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:14.367","-8kcpZoBKNps3ga0HPjF","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-29","req-29","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:14.367","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:08.701","-skcpZoBKNps3ga0Dfhh","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-28","req-28","748.498","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:08.701","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:07.953",9skcpZoBKNps3ga0BfiF,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-28","req-28","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:07.952","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:07.950",98kcpZoBKNps3ga0BfiF,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-27","req-27","742.842","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:07.950","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:07.207","-MkcpZoBKNps3ga0BfiF","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-27","req-27","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:07.207","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:07.205","-ckcpZoBKNps3ga0BfiF","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-26","req-26","839.171","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:01:07.205","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:01:06.366","9MkbpZoBKNps3ga0_fin","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-26","req-26","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:01:06.366","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
