"@timestamp","_id","_index","_score",env,"env.keyword",level,"level.keyword",message,"message.keyword","metadata.env","metadata.env.keyword","metadata.environment","metadata.environment.keyword","metadata.host","metadata.host.keyword","metadata.hostname","metadata.hostname.keyword","metadata.method","metadata.method.keyword","metadata.port","metadata.remoteAddress","metadata.remoteAddress.keyword","metadata.requestId","metadata.requestId.keyword","metadata.responseTime","metadata.service","metadata.service.keyword","metadata.statusCode","metadata.timestamp","metadata.url","metadata.url.keyword",service,"service.keyword"
"Nov 21, 2025 @ 11:45:26.346",qMkNpZoBKNps3ga0pfaT,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-23","req-23","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:45:26.345","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:45:19.002",p8kNpZoBKNps3ga0ivZD,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-22","req-22","1,653.994","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:45:19.002","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:45:17.348",pskNpZoBKNps3ga0gvZp,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-22","req-22","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:45:17.348","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:45:06.910",pckNpZoBKNps3ga0Wfag,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-21","req-21","2,562.758","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:45:06.909","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:45:04.347","pMkNpZoBKNps3ga0T_ah","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-21","req-21","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:45:04.347","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:53.447",o8kNpZoBKNps3ga0JfYH,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-20","req-20","2,099.759","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:53.446","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:51.347",oskNpZoBKNps3ga0HPbW,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-20","req-20","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:51.347","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:40.837",ockMpZoBKNps3ga09fbI,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1z","req-1z","1,492.459","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:40.836","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:39.344",oMkMpZoBKNps3ga07fby,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1z","req-1z","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:39.344","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:31.178",n8kMpZoBKNps3ga00vbJ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1y","req-1y","1,075.086","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:31.178","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:30.103",mskMpZoBKNps3ga0yvbt,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1y","req-1y","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:30.102","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:30.101",m8kMpZoBKNps3ga0yvbt,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1x","req-1x","1,621.402","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:30.100","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:28.479",nMkMpZoBKNps3ga0yvbt,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1x","req-1x","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:28.479","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:28.478",nckMpZoBKNps3ga0yvbt,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1v","req-1v","2,131.369","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:28.478","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:28.476",nskMpZoBKNps3ga0yvbt,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1w","req-1w","2,123.283","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:28.475","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:26.352","mckMpZoBKNps3ga0w_YQ","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1w","req-1w","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:26.352","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:26.347","mMkMpZoBKNps3ga0u_Yz","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1v","req-1v","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:26.347","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:16.271",l8kMpZoBKNps3ga0lPYv,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1u","req-1u","1,922.341","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:16.270","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:14.348",lskMpZoBKNps3ga0jPZT,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1u","req-1u","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:14.348","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:04.079",lckMpZoBKNps3ga0ZfZL,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1t","req-1t","1,732.745","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:44:04.079","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:44:02.347",lMkMpZoBKNps3ga0XfZw,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1t","req-1t","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:44:02.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:51.643",k8kMpZoBKNps3ga0NvZm,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1s","req-1s","1,296.033","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:51.642","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:50.347",kskMpZoBKNps3ga0LvaO,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1s","req-1s","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:50.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:39.792",kckMpZoBKNps3ga0BfZS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1r","req-1r","2,445.135","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:39.792","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:37.347","kMkLpZoBKNps3ga0-_bG","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1r","req-1r","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:37.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:29.956",j8kLpZoBKNps3ga04PaJ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1q","req-1q","1,430.211","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:29.956","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:28.525",jckLpZoBKNps3ga03Pa4,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1q","req-1q","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:28.525","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:28.525",jskLpZoBKNps3ga03Pa4,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1p","req-1p","1,035.064","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:28.524","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:27.490",i8kLpZoBKNps3ga02Pas,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1p","req-1p","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:27.489","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:27.488",jMkLpZoBKNps3ga02Pas,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1o","req-1o","1,133.899","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:27.488","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:26.354",iskLpZoBKNps3ga01Pbb,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1o","req-1o","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:26.354","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:26.351",ickLpZoBKNps3ga00PbT,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1n","req-1n","2,989.796","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:26.349","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:23.360",iMkLpZoBKNps3ga0xfYr,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1n","req-1n","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:23.359","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:13.309",h8kLpZoBKNps3ga0nvYK,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1m","req-1m","1,962.77","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:13.309","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:11.346",hskLpZoBKNps3ga0lvY1,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1m","req-1m","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:43:11.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:43:00.794","hckLpZoBKNps3ga0b_Y9","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1l","req-1l","1,441.535","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:43:00.794","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:59.355","hMkLpZoBKNps3ga0Z_Zk","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1l","req-1l","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:59.353","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:48.972",g8kLpZoBKNps3ga0PvbO,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1k","req-1k","2,623.134","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:48.972","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:46.350",gskLpZoBKNps3ga0NPaV,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1k","req-1k","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:46.349","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:35.783",gckLpZoBKNps3ga0DfaJ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1j","req-1j","1,437.813","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:35.783","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:34.346",gMkLpZoBKNps3ga0Bfas,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1j","req-1j","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:34.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:30.112","fskKpZoBKNps3ga09fb_","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1i","req-1i","722.665","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:30.111","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:29.389","f8kKpZoBKNps3ga09fb_","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1i","req-1i","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:29.389","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:29.386",fckKpZoBKNps3ga08vZN,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1h","req-1h","1,232.985","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:29.386","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:28.153",e8kKpZoBKNps3ga07vYl,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1h","req-1h","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:28.153","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:28.152",fMkKpZoBKNps3ga07vYl,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1g","req-1g","1,798.946","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:28.152","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:26.354",eskKpZoBKNps3ga05vZ6,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1g","req-1g","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:26.353","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:24.311",eckKpZoBKNps3ga03vZ5,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1f","req-1f","5,963.292","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:24.311","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:18.348","eMkKpZoBKNps3ga0x_Yy","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1f","req-1f","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:18.348","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:08.121",d8kKpZoBKNps3ga0oPYr,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1e","req-1e","1,775.005","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:42:08.121","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:42:06.346",dskKpZoBKNps3ga0mPZR,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1e","req-1e","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:42:06.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:55.846","dckKpZoBKNps3ga0b_ZI","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1d","req-1d","2,500.272","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:55.846","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:53.346",dMkKpZoBKNps3ga0ZfaG,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1d","req-1d","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:53.345","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:43.169",c8kKpZoBKNps3ga0PvZ4,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1c","req-1c","1,824.1","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:43.169","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:41.345",cskKpZoBKNps3ga0Nvai,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1c","req-1c","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:41.345","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:32.194","bskKpZoBKNps3ga0E_aB","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1b","req-1b","879.867","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:32.193","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:31.314","b8kKpZoBKNps3ga0E_aB","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1b","req-1b","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:31.313","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:31.312","cMkKpZoBKNps3ga0E_aB","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-1a","req-1a","858.326","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:31.312","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:30.454","cckKpZoBKNps3ga0E_aB","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-1a","req-1a","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:30.454","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:30.452",bckKpZoBKNps3ga0DPYW,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-19","req-19","4,099.803","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:30.452","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:30.339","bMkKpZoBKNps3ga0C_am","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-18","req-18","5,992.833","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:30.339","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:26.353","a8kJpZoBKNps3ga0_PYe","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-19","req-19","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:26.353","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:24.346",askJpZoBKNps3ga09PZA,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-18","req-18","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:24.346","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:13.635",ackJpZoBKNps3ga0zfY4,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-17","req-17","1,289.247","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:13.634","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:12.345",aMkJpZoBKNps3ga0xfZd,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"-","-","-","-","localhost:3000","localhost:3000",GET,GET,"-","127.0.0.1","127.0.0.1","req-17","req-17","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:41:12.345","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 11:41:01.790",Z8kJpZoBKNps3ga0nPYg,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-","-","-","-","-",GET,GET,"-","-","-","req-16","req-16","2,440.479","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:41:01.790","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
